RA,ANO,Fase,IDADE,IDADE,Gênero,Instituição de ensino,IAN,IDA,IEG,IAA,IPS,IPP,IPV,INDE,INDICADORES_MEDIA,IEG_IDA_RATIO,INDE_IDA_RATIO,DESALINHAMENTO_IAA_IDA,CATEGORIA_RISCO
RA-125,2022,4,15.0,,Menina,Escola Pública,5.0,7.1,8.5,8.8,7.5,7.555149797579633,7.75,7.396685633864757,7.457878542511376,1.197014504999296,1.041639999136003,1.700000000000001,Muito Alto Risco
RA-126,2022,4,15.0,,Menino,Escola Pública,5.0,4.4,5.8,7.1,7.5,7.555149797579633,7.417,7.396685633864757,6.3960213996542326,1.3178822994773913,1.6806829433912192,2.6999999999999993,Muito Alto Risco
RA-127,2022,4,14.0,,Menina,Escola Pública,10.0,7.9,8.7,7.5,7.5,7.555149797579633,8.125,7.396685633864757,8.182878542511375,1.1011264396911782,0.9361708181071707,-0.40000000000000036,Alto Risco
RA-128,2022,4,15.0,,Menino,Escola Pública,5.0,5.6,6.2,0.0,7.5,7.555149797579633,6.167,7.396685633864757,5.43173568536852,1.1069451883592216,1.3206008987439308,-5.6,Muito Alto Risco
RA-129,2022,4,15.0,,Menino,Escola Pública,5.0,6.7,6.4,6.7,7.5,7.555149797579633,7.792,7.396685633864757,6.806735685368518,0.9550813311446053,1.1038181814452703,0.0,Muito Alto Risco
RA-130,2022,4,16.0,,Menina,Escola Pública,5.0,4.1,4.7,8.3,5.0,7.555149797579633,6.5,7.396685633864757,5.879307113939947,1.1460619361131432,1.8036297570994286,4.200000000000001,Muito Alto Risco
RA-131,2022,4,15.0,,Menina,Escola Pública,5.0,5.6,9.0,8.8,5.6,7.555149797579633,7.75,7.396685633864757,7.043592828225662,1.6068559185859668,1.3206008987439308,3.200000000000001,Muito Alto Risco
RA-132,2022,4,14.0,,Menina,Rede Decisão,10.0,7.7,8.8,10.0,5.6,7.555149797579633,8.458,7.396685633864757,8.301878542511377,1.142708739124789,0.9604837857245496,2.3,Alto Risco
RA-133,2022,4,15.0,,Menina,Escola Pública,5.0,5.6,7.1,7.9,7.5,7.555149797579633,7.625,7.396685633864757,6.89716425679709,1.2676307802178182,1.3206008987439308,2.3000000000000007,Muito Alto Risco
RA-134,2022,4,15.0,,Menina,Escola Pública,5.0,4.7,6.8,8.8,7.5,7.555149797579633,7.375,7.396685633864757,6.818592828225661,1.4465007445224418,1.5734281288799736,4.1000000000000005,Muito Alto Risco
RA-135,2022,4,15.0,,Menina,Escola Pública,5.0,8.6,7.8,8.3,5.6,7.555149797579633,8.583,7.396685633864757,7.3483071139399465,0.9068712940355773,0.8599797272252945,-0.29999999999999893,Muito Alto Risco
RA-136,2022,4,15.0,,Menino,Escola Pública,5.0,4.6,6.3,10.0,7.5,7.555149797579633,6.667,7.396685633864757,6.80316425679709,1.369267550532493,1.6076256539588691,5.4,Muito Alto Risco
RA-137,2022,4,17.0,,Menina,Rede Decisão,2.5,7.3,8.9,7.5,5.0,7.555149797579633,7.792,7.396685633864757,6.6495928282256624,1.2190110943706343,1.0131058257587668,0.20000000000000018,Muito Alto Risco
RA-138,2022,4,15.0,,Menino,Escola Pública,5.0,5.6,8.0,9.6,5.6,7.555149797579633,6.375,7.396685633864757,6.818592828225662,1.428316372076415,1.3206008987439308,4.0,Muito Alto Risco
RA-139,2022,4,17.0,,Menino,Escola Pública,2.5,1.4,3.5,7.1,5.0,7.555149797579633,3.917,7.396685633864757,4.424592828225662,2.498215560314062,5.279575755792118,5.699999999999999,Muito Alto Risco
RA-140,2022,4,14.0,,Menina,Escola Pública,10.0,5.7,7.6,7.9,6.9,7.555149797579633,7.667,7.396685633864757,7.617449971082804,1.3330994562357479,1.297436525848931,2.2,Alto Risco
RA-141,2022,4,14.0,,Menino,Escola Pública,10.0,5.7,8.2,9.2,5.6,7.555149797579633,5.917,7.396685633864757,7.4531642567970895,1.4383441501490963,1.297436525848931,3.499999999999999,Alto Risco
RA-142,2022,4,14.0,,Menina,Escola Pública,10.0,6.3,8.6,6.7,5.6,7.555149797579633,7.583,7.396685633864757,7.476878542511375,1.3648627202031423,1.1738907528749019,0.40000000000000036,Alto Risco
RA-143,2022,4,13.0,,Menino,Rede Decisão,10.0,7.9,9.9,8.3,5.6,7.555149797579633,9.5,7.396685633864757,8.39359282822566,1.2530059486140994,0.9361708181071707,0.40000000000000036,Alto Risco
RA-144,2022,4,14.0,,Menina,Rede Decisão,10.0,7.9,9.3,7.5,5.0,7.555149797579633,8.292,7.396685633864757,7.935307113939948,1.1770661941526388,0.9361708181071707,-0.40000000000000036,Alto Risco
RA-145,2022,4,16.0,,Menino,Escola Pública,5.0,5.2,6.3,0.0,8.1,7.555149797579633,7.25,7.396685633864757,5.629307113939947,1.2113055181695827,1.4221660515025487,-5.2,Muito Alto Risco
RA-146,2022,4,15.0,,Menina,Escola Pública,5.0,7.9,9.2,8.3,7.5,7.555149797579633,8.208,7.396685633864757,7.6661642567970905,1.1644095684090618,0.9361708181071707,0.40000000000000036,Muito Alto Risco
RA-147,2022,4,14.0,,Menina,Escola Pública,10.0,6.1,7.7,8.3,7.5,7.555149797579633,7.25,7.396685633864757,7.77216425679709,1.2620881822652024,1.2123726657703258,2.200000000000001,Alto Risco
RA-148,2022,4,14.0,,Menino,Escola Pública,10.0,5.3,7.9,9.2,10.0,7.555149797579633,7.708,7.396685633864757,8.237592828225662,1.4902848519147331,1.3953377917118952,3.8999999999999995,Alto Risco
RA-149,2022,4,15.0,,Menina,Escola Pública,5.0,5.0,6.5,9.2,7.5,7.555149797579633,6.125,7.396685633864757,6.69716425679709,1.299740051989602,1.4790413185092495,4.199999999999999,Muito Alto Risco
RA-150,2022,4,16.0,,Menina,Escola Pública,5.0,6.9,6.3,9.6,6.9,7.555149797579633,7.333,7.396685633864757,7.084021399654232,0.9129111722938703,1.0718280877937627,2.6999999999999993,Muito Alto Risco
RA-151,2022,4,16.0,,Menina,Escola Pública,5.0,8.3,7.5,8.8,6.9,7.555149797579633,7.958,7.396685633864757,7.430449971082804,0.9035056017347307,0.8910595872623487,0.5,Muito Alto Risco
RA-152,2022,4,16.0,,Menina,Escola Pública,5.0,6.5,7.0,8.3,7.5,7.555149797579633,6.292,7.396685633864757,6.87816425679709,1.0767574219350868,1.1377765934263584,1.8000000000000007,Muito Alto Risco
RA-153,2022,4,14.0,,Menina,Rede Decisão,10.0,6.6,8.2,7.9,5.0,7.555149797579633,7.708,7.396685633864757,7.56616425679709,1.2422360248447204,1.1205401657119765,1.3000000000000007,Alto Risco
RA-154,2022,4,15.0,,Menino,Escola Pública,5.0,4.0,6.1,8.3,6.3,7.555149797579633,6.833,7.396685633864757,6.298307113939948,1.5246188452886775,1.8487092311583995,4.300000000000001,Muito Alto Risco
RA-155,2022,4,16.0,,Menino,Escola Pública,5.0,5.2,8.3,10.0,7.5,7.555149797579633,6.833,7.396685633864757,7.198307113939947,1.5958469525091328,1.4221660515025487,4.8,Muito Alto Risco
RA-156,2022,4,15.0,,Menino,Escola Pública,5.0,4.4,8.3,10.0,9.4,7.555149797579633,7.792,7.396685633864757,7.492449971082805,1.8859350147693705,1.6806829433912192,5.6,Muito Alto Risco
RA-157,2022,4,12.0,,Menina,Rede Decisão,10.0,7.7,10.0,7.5,6.3,7.555149797579633,8.292,7.396685633864757,8.192449971082805,1.298532658096351,0.9604837857245496,-0.20000000000000018,Alto Risco
RA-158,2022,4,17.0,,Menina,Rede Decisão,2.5,6.6,9.8,7.9,5.6,7.555149797579633,8.125,7.396685633864757,6.868592828225661,1.4846235418875928,1.1205401657119765,1.3000000000000007,Muito Alto Risco
RA-159,2022,4,15.0,,Menina,Escola Pública,5.0,4.7,8.1,8.3,5.6,7.555149797579633,6.458,7.396685633864757,6.5304499710828035,1.7230376515634969,1.5734281288799736,3.6000000000000005,Muito Alto Risco
RA-160,2022,4,15.0,,Menina,Escola Pública,5.0,5.3,7.2,7.5,5.6,7.555149797579633,8.25,7.396685633864757,6.629307113939947,1.3582342954159592,1.3953377917118952,2.2,Muito Alto Risco
RA-161,2022,4,11.0,,Menina,Rede Decisão,10.0,6.9,9.1,7.9,5.6,7.555149797579633,8.083,7.396685633864757,7.876878542511376,1.318649471091146,1.0718280877937627,1.0,Alto Risco
RA-162,2022,4,14.0,,Menina,Escola Pública,10.0,5.5,8.5,6.7,7.5,7.555149797579633,6.542,7.396685633864757,7.471021399654234,1.5451736047991274,1.344607459346438,1.2000000000000002,Alto Risco
RA-163,2022,4,15.0,,Menina,Escola Pública,5.0,6.7,7.9,8.8,5.6,7.555149797579633,6.5,7.396685633864757,6.865021399654233,1.178928518131622,1.1038181814452703,2.1000000000000005,Muito Alto Risco
RA-164,2022,4,16.0,,Menino,Escola Pública,5.0,6.5,7.3,8.3,5.6,7.555149797579633,7.208,7.396685633864757,6.780449971082804,1.1229041685894476,1.1377765934263584,1.8000000000000007,Muito Alto Risco
RA-165,2022,4,14.0,,Menina,Rede Decisão,10.0,7.6,9.8,7.1,5.6,7.555149797579633,7.5,7.396685633864757,7.879307113939947,1.2893040389422445,0.9731200676048885,-0.5,Alto Risco
RA-166,2022,4,14.0,,Menino,Escola Pública,10.0,8.1,9.0,9.2,6.3,7.555149797579633,7.542,7.396685633864757,8.242449971082804,1.1109739538328602,0.9130583426570494,1.0999999999999996,Alto Risco
RA-167,2022,4,16.0,,Menina,Rede Decisão,5.0,7.9,9.7,9.2,5.6,7.555149797579633,7.833,7.396685633864757,7.54116425679709,1.2276926971269457,0.9361708181071707,1.299999999999999,Muito Alto Risco
RA-168,2022,4,15.0,,Menina,Rede Decisão,5.0,5.9,8.3,7.9,6.3,7.555149797579633,7.083,7.396685633864757,6.862592828225661,1.4065412641925097,1.2534630797940614,2.0,Muito Alto Risco
RA-169,2022,4,15.0,,Menina,Escola Pública,5.0,3.2,5.1,7.5,6.3,7.555149797579633,4.792,7.396685633864757,5.635307113939947,1.593252108716026,2.3107421536597177,4.3,Muito Alto Risco
RA-170,2022,4,14.0,,Menina,Rede Decisão,10.0,4.9,9.2,8.3,5.6,7.555149797579633,5.792,7.396685633864757,7.335307113939948,1.8771679249132827,1.5092196763649777,3.4000000000000004,Alto Risco
RA-171,2022,4,16.0,,Menino,Escola Pública,5.0,5.5,6.8,7.5,7.5,7.555149797579633,6.875,7.396685633864757,6.675735685368518,1.236138883839302,1.344607459346438,2.0,Muito Alto Risco
RA-172,2022,4,14.0,,Menina,Rede Decisão,10.0,7.3,8.9,9.2,9.4,7.555149797579633,8.917,7.396685633864757,8.75316425679709,1.2190110943706343,1.0131058257587668,1.8999999999999995,Alto Risco
RA-173,2022,4,17.0,,Menino,Rede Decisão,2.5,7.9,9.2,8.3,6.9,7.555149797579633,9.25,7.396685633864757,7.372164256797091,1.1644095684090618,0.9361708181071707,0.40000000000000036,Muito Alto Risco
RA-174,2022,4,15.0,,Menina,Escola Pública,5.0,4.4,6.2,7.9,7.5,7.555149797579633,6.042,7.396685633864757,6.371021399654233,1.408770733924108,1.6806829433912192,3.5,Muito Alto Risco
RA-175,2022,4,15.0,,Menina,Rede Decisão,5.0,5.9,9.2,8.3,5.6,7.555149797579633,5.833,7.396685633864757,6.769735685368518,1.5590577868157935,1.2534630797940614,2.4000000000000004,Muito Alto Risco
RA-176,2022,3,13.0,,Menina,Rede Decisão,10.0,6.9,9.1,9.6,5.6,7.555149797579633,9.083,7.396685633864757,8.262592828225662,1.318649471091146,1.0718280877937627,2.6999999999999993,Alto Risco
RA-177,2022,3,13.0,,Menina,Escola Pública,10.0,6.8,8.8,7.9,4.4,7.555149797579633,6.958,7.396685633864757,7.487592828225661,1.2939273636229967,1.0875879479289452,1.1000000000000005,Alto Risco
RA-178,2022,3,13.0,,Menina,Rede Decisão,10.0,6.3,8.8,0.0,4.4,7.555149797579633,8.458,7.396685633864757,6.501878542511376,1.3966037136962388,1.1738907528749019,-6.3,Alto Risco
RA-179,2022,3,12.0,,Menino,Escola Pública,10.0,6.1,9.2,7.5,7.5,7.555149797579633,8.042,7.396685633864757,7.985307113939947,1.5079495164727093,1.2123726657703258,1.4000000000000004,Alto Risco
RA-180,2022,3,12.0,,Menino,Rede Decisão,10.0,8.1,8.3,9.2,6.3,7.555149797579633,8.625,7.396685633864757,8.29716425679709,1.024564868534749,0.9130583426570494,1.0999999999999996,Alto Risco
RA-181,2022,3,13.0,,Menina,Rede Decisão,10.0,6.8,9.5,9.2,8.8,7.555149797579633,8.458,7.396685633864757,8.61616425679709,1.3968534039111895,1.0875879479289452,2.3999999999999995,Alto Risco
RA-182,2022,3,16.0,,Menina,Escola Pública,2.5,4.1,8.0,7.5,7.5,7.555149797579633,6.958,7.396685633864757,6.301878542511376,1.9507437210436478,1.8036297570994286,3.4000000000000004,Muito Alto Risco
RA-183,2022,3,13.0,,Menina,Escola Pública,10.0,3.8,8.8,8.3,7.5,7.555149797579633,7.25,7.396685633864757,7.6007356853685195,2.315180215732702,1.9459841183543165,4.500000000000001,Alto Risco
RA-184,2022,3,16.0,,Menino,Escola Pública,2.5,7.2,7.7,8.8,7.5,7.555149797579633,8.0,7.396685633864757,7.036449971082805,1.0692959311206776,1.027174785983163,1.6000000000000005,Muito Alto Risco
RA-185,2022,3,15.0,,Menino,Escola Pública,5.0,4.5,7.7,7.9,7.5,7.555149797579633,6.875,7.396685633864757,6.7185928282256615,1.7107309486780715,1.6433427313629763,3.4000000000000004,Muito Alto Risco
RA-186,2022,3,13.0,,Menina,Escola Pública,10.0,6.6,8.5,8.3,7.5,7.555149797579633,7.5,7.396685633864757,7.993592828225663,1.287683684290259,1.1205401657119765,1.700000000000001,Alto Risco
RA-187,2022,3,12.0,,Menina,Rede Decisão,10.0,5.8,8.9,8.8,7.5,7.555149797579633,7.917,7.396685633864757,8.067449971082805,1.534218238234787,1.2750707867375894,3.000000000000001,Alto Risco
RA-188,2022,3,14.0,,Menino,Escola Pública,5.0,2.7,6.1,0.0,7.5,7.555149797579633,7.583,7.396685633864757,5.205449971082805,2.258422806368012,2.7384989388614427,-2.7,Muito Alto Risco
RA-189,2022,3,14.0,,Menino,Rede Decisão,5.0,7.2,9.7,10.0,5.0,7.555149797579633,7.333,7.396685633864757,7.398307113939947,1.3470351340091653,1.027174785983163,2.8,Muito Alto Risco
RA-190,2022,3,13.0,,Menina,Escola Pública,10.0,6.3,6.9,6.7,8.8,7.555149797579633,7.25,7.396685633864757,7.643592828225662,1.0950642755118236,1.1738907528749019,0.40000000000000036,Alto Risco
RA-191,2022,3,13.0,,Menino,Rede Decisão,10.0,7.2,9.4,10.0,8.8,7.555149797579633,8.5,7.396685633864757,8.779307113939948,1.305374253575892,1.027174785983163,2.8,Alto Risco
RA-192,2022,3,15.0,,Menino,Escola Pública,5.0,2.7,3.6,8.8,7.5,7.555149797579633,4.708,7.396685633864757,5.694735685368519,1.3328396890040726,2.7384989388614427,6.1000000000000005,Muito Alto Risco
RA-193,2022,3,12.0,,Menino,Rede Decisão,10.0,6.7,8.9,9.2,5.6,7.555149797579633,8.5,7.396685633864757,8.065021399654233,1.3281599761229668,1.1038181814452703,2.499999999999999,Alto Risco
RA-194,2022,3,14.0,,Menina,Escola Pública,5.0,3.2,6.2,0.0,5.0,7.555149797579633,3.75,7.396685633864757,4.386449971082804,1.936894720399875,2.3107421536597177,-3.2,Muito Alto Risco
RA-195,2022,3,13.0,,Menina,Rede Decisão,10.0,6.3,9.2,8.8,5.0,7.555149797579633,8.25,7.396685633864757,7.87216425679709,1.4600857006824313,1.1738907528749019,2.500000000000001,Alto Risco
RA-196,2022,3,12.0,,Menino,Rede Decisão,10.0,5.1,9.1,9.2,7.5,7.555149797579633,8.625,7.396685633864757,8.154307113939947,1.7839639286414428,1.4500461936609992,4.1,Alto Risco
RA-197,2022,3,13.0,,Menina,Rede Decisão,10.0,7.3,9.7,8.8,4.4,7.555149797579633,8.292,7.396685633864757,8.006735685368518,1.3285851253252978,1.0131058257587668,1.5000000000000009,Alto Risco
RA-198,2022,3,13.0,,Menino,Escola Pública,10.0,4.6,6.2,0.0,5.0,7.555149797579633,5.958,7.396685633864757,5.616164256797091,1.347533144968485,1.6076256539588691,-4.6,Alto Risco
RA-199,2022,3,13.0,,Menino,Escola Pública,10.0,7.5,7.1,8.3,7.5,7.555149797579633,6.458,7.396685633864757,7.773307113939948,0.9465404612718303,0.9860932720790236,0.8000000000000007,Alto Risco
RA-200,2022,3,15.0,,Menino,Escola JP II,5.0,5.5,5.6,7.9,4.4,7.555149797579633,4.917,7.396685633864757,5.838878542511376,1.0179967278676603,1.344607459346438,2.4000000000000004,Muito Alto Risco
RA-201,2022,3,15.0,,Menina,Escola Pública,5.0,6.5,7.3,7.9,7.5,7.555149797579633,7.542,7.396685633864757,7.042449971082805,1.1229041685894476,1.1377765934263584,1.4000000000000004,Muito Alto Risco
RA-202,2022,3,14.0,,Menina,Escola Pública,5.0,5.4,5.2,0.0,4.4,7.555149797579633,6.917,7.396685633864757,4.924592828225662,0.962784669505647,1.3695029871995474,-5.4,Muito Alto Risco
RA-203,2022,3,14.0,,Menina,Escola Pública,5.0,2.8,4.3,8.8,7.5,7.555149797579633,6.875,7.396685633864757,6.118592828225661,1.535166012138522,2.640730322693594,6.000000000000001,Muito Alto Risco
RA-204,2022,3,13.0,,Menina,Escola Pública,10.0,7.4,6.7,7.9,4.4,7.555149797579633,5.708,7.396685633864757,7.094735685368518,0.9052830698554248,0.9994170563254636,0.5,Alto Risco
RA-205,2022,3,14.0,,Menino,Escola Pública,5.0,4.1,3.8,9.6,7.5,7.555149797579633,4.833,7.396685633864757,6.055449971082804,0.9266032674957327,1.8036297570994286,5.5,Muito Alto Risco
RA-206,2022,3,12.0,,Menina,Escola Pública,10.0,5.0,8.8,8.3,7.5,7.555149797579633,5.167,7.396685633864757,7.474592828225662,1.7596480703859227,1.4790413185092495,3.3000000000000007,Alto Risco
RA-207,2022,3,16.0,,Menino,Escola Pública,2.5,5.8,4.8,0.0,7.5,7.555149797579633,5.708,7.396685633864757,4.837592828225661,0.8274435442165143,1.2750707867375894,-5.8,Muito Alto Risco
RA-208,2022,3,14.0,,Menino,Escola Pública,5.0,6.1,7.1,7.5,7.5,7.555149797579633,6.417,7.396685633864757,6.738878542511377,1.1637436485821995,1.2123726657703258,1.4000000000000004,Muito Alto Risco
RA-209,2022,3,14.0,,Menino,Escola Pública,5.0,6.0,4.8,0.0,5.6,7.555149797579633,3.75,7.396685633864757,4.67216425679709,0.7998666888851858,1.2325755097258384,-6.0,Muito Alto Risco
RA-210,2022,3,14.0,,Menino,Escola Pública,5.0,3.4,5.1,0.0,7.5,7.555149797579633,4.417,7.396685633864757,4.7103071139399475,1.4995589532490443,2.174856111104016,-3.4,Muito Alto Risco
RA-211,2022,3,13.0,,Menino,Escola Pública,10.0,7.6,8.8,9.2,7.5,7.555149797579633,8.458,7.396685633864757,8.444735685368519,1.157742402315485,0.9731200676048885,1.5999999999999996,Alto Risco
RA-212,2022,3,14.0,,Menino,Escola Pública,5.0,6.2,8.4,9.6,7.5,7.555149797579633,6.958,7.396685633864757,7.31616425679709,1.3546202225447508,1.1928214213618378,3.3999999999999995,Muito Alto Risco
RA-213,2022,3,13.0,,Menino,Escola Pública,10.0,3.5,8.7,9.6,7.5,7.555149797579633,6.833,7.396685633864757,7.669735685368518,2.4850042844901457,2.112735113928808,6.1,Alto Risco
RA-214,2022,3,15.0,,Menino,Escola Pública,5.0,4.3,6.1,0.0,7.5,7.555149797579633,5.125,7.396685633864757,5.082878542511375,1.4182748198093464,1.719759505664905,-4.3,Muito Alto Risco
RA-215,2022,3,13.0,,Menina,Escola Pública,10.0,7.8,5.8,6.7,7.5,7.555149797579633,6.542,7.396685633864757,7.413878542511376,0.7434944237918215,0.9481714695378486,-1.0999999999999996,Alto Risco
RA-216,2022,3,13.0,,Menina,Escola Pública,10.0,7.0,8.5,7.9,7.5,7.555149797579633,5.583,7.396685633864757,7.719735685368518,1.2141122696757605,1.0565184450599567,0.9000000000000004,Alto Risco
RA-217,2022,3,15.0,,Menina,Escola Pública,5.0,7.1,8.5,7.9,7.5,7.555149797579633,7.292,7.396685633864757,7.263878542511376,1.197014504999296,1.041639999136003,0.8000000000000007,Muito Alto Risco
RA-218,2022,3,14.0,,Menina,Escola Pública,5.0,4.0,7.3,6.3,7.5,7.555149797579633,6.125,7.396685633864757,6.254307113939947,1.8245438640339913,1.8487092311583995,2.3,Muito Alto Risco
RA-219,2022,3,16.0,,Menino,Escola Pública,2.5,3.5,6.9,8.8,7.5,7.555149797579633,6.375,7.396685633864757,6.161449971082805,1.970865467009426,2.112735113928808,5.300000000000001,Muito Alto Risco
RA-220,2022,3,13.0,,Menina,Escola Pública,10.0,6.5,8.1,0.0,7.5,7.555149797579633,7.833,7.396685633864757,6.784021399654233,1.2459621596677433,1.1377765934263584,-6.5,Alto Risco
RA-221,2022,3,14.0,,Menino,Escola Pública,5.0,5.2,8.5,9.6,7.5,7.555149797579633,6.0,7.396685633864757,7.050735685368518,1.6343010959430877,1.4221660515025487,4.3999999999999995,Muito Alto Risco
RA-222,2022,3,15.0,,Menina,Escola Pública,5.0,6.2,4.6,7.1,7.5,7.555149797579633,4.917,7.396685633864757,6.124592828225661,0.7418158361554587,1.1928214213618378,0.8999999999999995,Muito Alto Risco
RA-223,2022,3,13.0,,Menina,Escola Pública,10.0,3.1,4.6,0.0,7.5,7.555149797579633,5.583,7.396685633864757,5.476878542511376,1.4833924540470815,2.3852581857029205,-3.1,Alto Risco
RA-224,2022,3,13.0,,Menino,Escola Pública,10.0,2.6,4.3,9.6,7.5,7.555149797579633,4.875,7.396685633864757,6.632878542511376,1.6532103037293349,2.8437853263609214,7.0,Alto Risco
RA-225,2022,3,14.0,,Menino,Escola Pública,5.0,5.0,5.3,8.3,7.5,7.555149797579633,5.708,7.396685633864757,6.337592828225661,1.0597880423915216,1.4790413185092495,3.3000000000000007,Muito Alto Risco
RA-226,2022,3,14.0,,Menina,Escola Pública,5.0,6.8,6.1,7.5,7.5,7.555149797579633,6.208,7.396685633864757,6.66616425679709,0.8969269225113953,1.0875879479289452,0.7000000000000002,Muito Alto Risco
RA-227,2022,3,12.0,,Menino,Escola Pública,10.0,3.3,6.4,9.2,7.5,7.555149797579633,5.833,7.396685633864757,7.1125928282256625,1.9388064222962742,2.2407408766630588,5.8999999999999995,Alto Risco
RA-228,2022,3,15.0,,Menina,Escola Pública,5.0,4.8,6.7,7.5,7.5,7.555149797579633,6.417,7.396685633864757,6.496021399654233,1.3955425952926475,1.540655203887681,2.7,Muito Alto Risco
RA-229,2022,3,12.0,,Menino,Escola Pública,10.0,6.9,9.4,10.0,7.5,7.555149797579633,8.5,7.396685633864757,8.550735685368519,1.3621214316765686,1.0718280877937627,3.0999999999999996,Alto Risco
RA-230,2022,3,14.0,,Menino,Escola Pública,5.0,5.7,5.1,7.9,7.5,7.555149797579633,6.75,7.396685633864757,6.500735685368519,0.8945798982634624,1.297436525848931,2.2,Muito Alto Risco
RA-231,2022,3,14.0,,Menino,Escola Pública,5.0,3.8,7.4,8.8,7.5,7.555149797579633,5.333,7.396685633864757,6.484021399654233,1.9468560905024996,1.9459841183543165,5.000000000000001,Muito Alto Risco
RA-232,2022,3,12.0,,Menino,Escola Pública,10.0,0.0,4.9,0.0,7.5,7.555149797579633,4.542,7.396685633864757,4.92816425679709,4900.0,7396.685633864757,0.0,Alto Risco
RA-233,2022,3,14.0,,Menino,Escola Pública,5.0,3.8,7.4,7.9,7.5,7.555149797579633,5.5,7.396685633864757,6.379307113939947,1.9468560905024996,1.9459841183543165,4.1000000000000005,Muito Alto Risco
RA-234,2022,3,13.0,,Menino,Escola Pública,10.0,4.3,7.6,10.0,5.6,7.555149797579633,5.583,7.396685633864757,7.234021399654233,1.7670309230411532,1.719759505664905,5.7,Alto Risco
RA-235,2022,3,14.0,,Menina,Escola Pública,5.0,6.3,7.3,8.3,7.5,7.555149797579633,6.417,7.396685633864757,6.910307113939949,1.158546262498016,1.1738907528749019,2.000000000000001,Muito Alto Risco
RA-236,2022,3,12.0,,Menina,Escola Pública,10.0,3.7,7.5,9.6,7.5,7.555149797579633,7.208,7.396685633864757,7.580449971082804,2.026479329910835,1.9985640729167136,5.8999999999999995,Alto Risco
RA-237,2022,3,14.0,,Menina,Escola Pública,5.0,7.8,9.0,10.0,7.5,7.555149797579633,8.417,7.396685633864757,7.8960213996542326,1.1536982438148955,0.9481714695378486,2.2,Muito Alto Risco
RA-238,2022,3,14.0,,Menina,Escola Pública,5.0,5.1,6.4,8.8,5.0,7.555149797579633,7.208,7.396685633864757,6.437592828225662,1.2546559498137622,1.4500461936609992,3.700000000000001,Muito Alto Risco
